NU_INSCRICAO,NU_NOTA_MT
73ff9fcc02f0a99919906c942c2e1a1042cdcf98,0.6383435935209816
71a95f9f1b91a82c65ad94abbdf9f54e6066f968,585.6936124581865
b38a03232f43b11c9d0788abaf060f7366053b6d,447.4978492305789
70b682d9a3636be23f6120fa9d6b164eb3c6002d,439.48412203993684
715494628a50142ce8cb17191cfe6d0f3cae0934,485.5427885009245
e656d6bad65c93fb2880f1eba5037008c8e75774,731.1904890154116
465cd2a6907fb37d9d8ad3c065f0e2dabdba9b13,442.71381637572335
11539e86171bf07d3a36f09377d7f54ebcc8406a,499.38228983721393
043c544a2104aa8a9849f1a703a08d37a2f16839,451.9526126112914
76ba050e64ad100b856f0eaabd8f539d5c7dd185,417.55600530572457
8b7c167ea7b55c8168ec60c3851b1b598a8fbd11,464.6493837885846
db4da599aab5bb08dce27094a35fd3e36cd0abce,461.89832000621954
940aede382ccb332fab15d413217695ec44ca765,441.8950273478076
9ad714b116da76d878dd399d187fccc2dd13dd63,451.1098726614172
dd34464a4d780b12a089347ad580418ac57a3055,438.53723569593103
f837a4cb05a5fd59d20138182f5e8c721eadd584,0.6383435935209816
fbfa8cde21a692b51fb86342110b4a334a0fcfdb,418.24267842480833
ca8477c8493b09f34d17bb287f9bacf2dd744c32,519.8820067321475
8b0c675d7fde14953668269d378c588f0df0498b,563.4216738780325
051c4f04fcbe385e1b3964aeb87f0a41d7f203d0,0.6383435935209816
3d203727f27abd83b71732d88d8cb1cc099f363b,418.7581096962087
d30d31c8ff45094e9a992c63d4a6f68b245a341a,437.92870924362757
c0c6a803c271a955a7085a59cd3d4d43bcf7a1a6,427.1566004662358
cbc301183dec912f3513ca766bf03dd565f3a38f,444.4435741228313
856aa14bcd11bd289a3b970aab0ce1b166f2c50f,0.6383435935209816
11282da1ee78c8db45a041db4c744e33df489df0,440.57919643416466
03c67f683a415c2ea09b582248bd4cb08528c19d,520.9301408454795
046e844fb06a07ba30b41521f0065a8d9c6e5024,628.0472623916224
b296bc595a212a2f89a35470a4bdbb3bfc3f7f1a,469.36889221446097
153eebe4d270fe850d2ede7f53cbc81a6f4ddf91,536.2104841954404
a4e821c6f16fdae0a26cbbb7018b75812dfd074b,0.6383435935209816
f66c2e5ff22a95fa532e78c7c4bf1d145247211d,457.5658624335741
17f0dd5abd53dea135ffd020e8e8e0761b3a56aa,640.3923687799914
fbbd23fcfb37cf90b8c1f58eafcab62771f3cd71,469.19113370641617
a99286ac4fdce6f63b59569b2d8ed85a5c911ea3,518.3773248264306
f8d4f9a26c5f2023c33701a8888f9c02513a02c7,579.0151499694183
9785b7d9ca2e8dccfe60ecc0cd2abe1ff51906be,465.01170367116055
59bfa081e020013410d9f60f91813964ba749bb2,588.1783076232697
f5e069ee3bc95998464e8ff5da048b7f999921ed,0.6383435935209816
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,478.08992965758205
664f44258212a1f7e4086f2b4845d586c543fa3f,437.14087259599484
265cd7befa74a9f2a198fc57baec9858075f8419,0.6383435935209816
6f9ac44919bbd204e0ef15185388fd2d4bc61253,442.9771042253365
78de1ee60b55766cc3eba4089e36c57139b66ebd,492.72896632542535
24550edb10f283ef4e953fd6a8fedbfa211bd456,518.4901511078175
1e61a474acdc043eb39a89c17fab34bd2ea1a940,498.4941670209241
940af68ded6af2875708611051aa7ff3f134d80b,449.170007236087
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,584.1414251131499
c76ddf6e9f80984e901b12f9462a3cf029bea290,484.0967999312443
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,462.4841122352438
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,450.7638337017549
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,466.2097603590867
92823d467a2ced9529801e0e8a94802dd88f0c17,437.3678122301879
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,0.6383435935209816
413cbb38b2e2522f8167ffb9daeac1347b281393,0.6383435935209816
68985fad004092956a4b4ce94dd53dc76d07eaf7,456.87385363827286
bdca9aeb19521675af15f2c28d86f6bebc45a834,445.5116388805089
b65b19d42b7a4b644fe9f99366dcb37b120862d9,462.8001116684096
eda898aa8ec465cbac70de72ead0c6d688e5f95a,464.85546527854393
5357b6c09be4c7f3829b72f80de846a9228253cb,507.7030292548663
8d5c4481d736f6ce27976e400f4245bf10757608,435.03558098840904
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,597.1746895766013
089613ac7dca24109f84c72a97c83b2768b1df1c,724.6711060689751
527773409bf373301dbd835e59a263c035c043b8,523.9453917667586
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,443.859708191931
c4cea54435c0fd0e171eed4c215479bb3ca86113,440.0714639923954
7d5cd89c6112b9a202a025a24355135bc60848c6,427.4214041204382
b70ab62384aa80545928a311f5b5d3db2f4d87ee,511.62668184038347
c96431dd924f366d2229a7f1455388b8cd85be49,431.2856062599206
1b72da5bb82cc150ecfe71218c02f155d694230b,0.6383435935209816
e429507efe1c2680cc464481850117d17083cd88,473.3720661965986
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,448.56170122933855
e724482370ae6126008ade80b564ad8d8a0a7cbd,0.6383435935209816
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,0.6383435935209816
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,0.6383435935209816
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,600.9400412867832
7f898f8939ae054359f83ee154bb91bc7dd2c959,450.4710910193126
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,509.87772693959806
82e3b12c6366008fabc238f299f117074e78de5d,0.6383435935209816
0d838be0e718ceb786cdb10fcc12559e00440240,421.65587246889885
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,613.3134730559967
5a9d89465845ac2d81366275cbb1a81d627efd36,410.8258225764243
c83fe640ba466ba904ac1055e53a875289888797,463.13639302650284
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,432.49973394948853
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,576.2296272916705
328639a0c753715c30a58bae70c82f2101153eb3,0.6383435935209816
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,540.6611594452678
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,506.4222632604615
f56746cc2900258507d2b32c126f8db090db856f,0.6383435935209816
1a4963b5fea8bb25c67750cdafbe84b01efad177,0.6383435935209816
b520c940e62f4ed684417e7eacf00d85752060da,0.6383435935209816
2e170cf2651ed448991af6fc5df15167733b2d8f,454.4421200218178
6efdd93a0ae289be6bb5a400bfc1deb077d75886,460.2509187524801
72ac2acc787d8cba0934cca3810ac091d792c8db,481.60298621352644
92a25eee14554806f081869cc9dac868fd1860fb,461.0046266019318
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,443.27427754657384
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,478.4707902981697
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,444.6228009839849
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,556.7326548030205
1730807e4916c5f7e8ab21e02ac5657bcea3e732,447.5329247298104
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,431.9387216861605
1a46d99716282410d1170f0f35069b34e34415d4,481.926129108589
0467e022da4ef897f666bc76f31e1bc8976f7e92,451.6995806933531
993aca0d5eac6741117947c82a3647102096255e,452.5735657977856
94c96ade6ade21deb080bba6aad537fc4f195d47,474.8494145971052
36bb672077a46a3e4755cef90437a616d28bdf23,488.35282067045654
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,444.51261486645365
328ca19128d276eb4fbc309c54ec7f346c803d2f,482.78405402578875
27cdb62f0a2a5467efeb30aafbf246ed2320c532,446.0699425749961
c52cae37c3653620bbec72264c502f45ca2a8671,412.7425310894692
f9ef2695eb0986666093945894b8f2fee351bf22,434.20835439726585
2178c497293d0cab01ce74f5105b1a398fb12d8e,442.80365412742793
e21faa0c07406dde71ec02f266b19b314ba8b0e2,592.9655373434455
8a021391cdaac100dab56c59284bd50137a74129,609.7228965986593
12ee0df69325d97cb95404958c4acf4112aeab8a,481.15102547798057
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,449.46683531556613
66cf0f8b5af2466f9616fd15c0c10344df84982a,455.4700069295904
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,486.78673335676126
60edc5708acd60680891ea15379dd07c7a5924ff,423.44079691932905
b9f786712775e0d1d735398d710b01f404c985a3,433.6861111679736
564958997e204bda06fbe90afc4722805c78a855,544.4201453767754
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,474.27632801215367
527098f4ee3ceb5c393981930d23b8fe154f4db9,454.78586796058784
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,442.61306232435487
8296743fdd105ce9183561cf5b359b0a3781465e,431.57578758056
a3b79e8c739832c77df2ba6bcdb23a7518155a33,-16.42587865695408
6602c7f15a1fdd082265b64976448c6809df792d,0.6383435935209816
31ae66f0fe024acae4490915c348e487f2367574,493.3559519693828
81901aa980653106e64863d957387d24e2c00af3,591.0892364823696
28e10d1bd0b6effe0edd503446ebda948ad240ad,434.1611293345692
53a7ee52a87f80241e2ca13c923e06b72bf3a059,551.8721465081018
50be5f75fdaedae454b0c3d63b7277854bd08d8f,478.4261502774994
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,471.9345451411037
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,468.5738089776658
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,449.3244297920781
02681b5c893b94db204713cb4b20dde6fc3f2f95,441.4995793030736
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,539.3940470515277
829dd51f77f3ae74c2216de2d86139bd0a03367c,474.64228176373615
28c6829e69879bc1d34db1cd51b89562d3cc596b,622.044349583442
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,0.6383435935209816
96715a069fbcb2e84b26a01563921962ccc4601e,539.0985517930585
923538833160e8432636c88e8119378a43b3d766,450.23966755199575
aacb834258765a2959ee63c57d2be4923d11a696,439.35635314572863
c32e484025571dd94255a77f21de08ab8d2aaba8,-55.90040955124317
d425deeec0a3c7006f14d732eff8933d5155067f,0.6383435935209816
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,442.39123748042886
716a178e9a6f7791b820da77879943ac9040a547,457.73603912372874
430212cd8767ef2bff8cda0f61729203fef7523e,0.6383435935209816
e97d33221238e445688a0e984778d4ecac788be2,429.33957734189477
695c9481580951d830c4431fc6c9dee778ba9ca1,441.8947516596974
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,0.6383435935209816
0411742cbb54fe1b6927b25f0bb52b885828c828,433.0729155222498
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,496.0776031860131
bc40729846bf209b06e2a9a890e01d4e6780f5b4,0.6383435935209816
e4e7a38b58319ad0a5cde4848622b21783c907e9,471.802792450697
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,0.6383435935209816
aec1b63c3f0c9554e533752d8fe138ca82101d4a,457.77293154286036
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,0.6383435935209816
4b48d500ba4410546ce01f7f6d44bcbafa73994f,623.5831839489741
